,comp_tokens,comp_ids,simp_tokens,simp_ids,edit_labels,new_edit_ids,comp_pos_tags,comp_pos_ids
801,"['the', 'core', 'may', 'be', 'composed', 'of', 'solid', 'and', 'liquid', 'layers', ',', 'while', 'the', 'cores', 'of', 'mars', 'and', 'venus', 'are', 'thought', 'to', 'be', 'completely', 'solid', 'as', 'they', 'lack', 'an', 'internally', 'generated', 'magnetic', 'field', '.']","[    6  1481    67    36   778     9  1810    10  1956  3335     7    87
     6 13366     9  3044    10  4581    32   653    13    36  1556  1810
    18    54  1550    33 10327  3072  1586   397     8]","['the', 'core', 'might', 'be', 'made', 'of', 'solid', 'and', 'liquid', 'layers', '.', 'mars', 'and', 'venus', 'have', 'solid', 'cores', '.']","[    6  1481  1169    36    94     9  1810    10  1956  3335     8  3044
    10  4581    44  1810 13366     8]","['KEEP', 'KEEP', 'might', 'DEL', 'KEEP', 'made', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', '.', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'have', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'cores', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'STOP']","[    2     2  1169     3     2    94     3     2     2     2     2     2
     8     3     3     3     3     3     2     2     2    44     3     3
     3     3     3     2 13366     3     3     3     3     3     3     3
     3     5]","[('the', 'DT'), ('core', 'NN'), ('may', 'MD'), ('be', 'VB'), ('composed', 'VBN'), ('of', 'IN'), ('solid', 'JJ'), ('and', 'CC'), ('liquid', 'JJ'), ('layers', 'NNS'), (',', ','), ('while', 'IN'), ('the', 'DT'), ('cores', 'NNS'), ('of', 'IN'), ('mars', 'NNS'), ('and', 'CC'), ('venus', 'NNS'), ('are', 'VBP'), ('thought', 'VBN'), ('to', 'TO'), ('be', 'VB'), ('completely', 'RB'), ('solid', 'JJ'), ('as', 'IN'), ('they', 'PRP'), ('lack', 'VBP'), ('an', 'DT'), ('internally', 'RB'), ('generated', 'JJ'), ('magnetic', 'JJ'), ('field', 'NN'), ('.', '.')]","[16, 19, 42, 31, 8, 40, 13, 33, 13, 29, 9, 40, 16, 29, 40, 29, 33, 29, 11, 8, 25, 31, 27, 13, 40, 38, 11, 16, 27, 13, 13, 19, 24]"
802,"['the', 'precursor', 'to', 'hurricane', 'beulah', 'was', 'a', 'tropical', 'wave', 'moving', 'across', 'the', 'tropical', 'atlantic', '.']","[   6 6342   13  391    1   15   12  263 1473 1082  507    6  263  723
    8]","['a', 'tropical', 'wafe', 'moving', 'across', 'the', 'atlantic', 'was', 'the', 'precursor', 'to', 'hurricane', 'beulah', '.']",[  12  263    1 1082  507    6  723   15    6 6342   13  391    1    8],"['DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'wafe', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'was', 'the', 'precursor', 'to', 'hurricane', 'beulah', 'STOP']","[   3    3    3    3    3    3    2    2    1    3    2    2    2    3
    2   15    6 6342   13  391    1    5]","[('the', 'DT'), ('precursor', 'NN'), ('to', 'TO'), ('hurricane', 'VB'), ('beulah', 'NN'), ('was', 'VBD'), ('a', 'DT'), ('tropical', 'JJ'), ('wave', 'NN'), ('moving', 'VBG'), ('across', 'IN'), ('the', 'DT'), ('tropical', 'JJ'), ('atlantic', 'NN'), ('.', '.')]","[16, 19, 25, 31, 19, 6, 16, 13, 19, 5, 40, 16, 13, 19, 24]"
803,"['with', 'her', 'election', ',', 'pelosi', 'became', 'the', 'first', 'woman', ',', 'the', 'first', 'californian', 'and', 'the', 'first', 'italian-american', 'to', 'hold', 'the', 'speakership', '.']","[   22    53   865     7     1    86     6    39   920     7     6    39
 22811    10     6    39 26109    13  1319     6     1     8]","['with', 'her', 'election', ',', 'pelosi', 'became', 'the', 'first', 'woman', ',', 'the', 'first', 'californian', 'and', 'the', 'first', 'italian-american', 'to', 'hold', 'the', 'speakership', '.']","[   22    53   865     7     1    86     6    39   920     7     6    39
 22811    10     6    39 26109    13  1319     6     1     8]",[],[],"[('with', 'IN'), ('her', 'PRP$'), ('election', 'NN'), (',', ','), ('pelosi', 'NN'), ('became', 'VBD'), ('the', 'DT'), ('first', 'JJ'), ('woman', 'NN'), (',', ','), ('the', 'DT'), ('first', 'JJ'), ('californian', 'NN'), ('and', 'CC'), ('the', 'DT'), ('first', 'JJ'), ('italian-american', 'JJ'), ('to', 'TO'), ('hold', 'VB'), ('the', 'DT'), ('speakership', 'NN'), ('.', '.')]","[40, 4, 19, 9, 19, 6, 16, 13, 19, 9, 16, 13, 19, 33, 16, 13, 13, 25, 31, 16, 19, 24]"
804,"['it', 'is', 'caught', ',', 'smoked', 'and', 'then', 'sold', 'widely', 'in', 'markets', 'around', 'the', 'lake', '.']","[   31    14  3005     7 14626    10    99   709   722    11  4092   169
     6   717     8]","['it', ""'s"", 'caught', ',', 'smoked', 'and', 'sold', 'widely', 'in', 'markets', 'around', 'the', 'lake', '.']","[   31    23  3005     7 14626    10   709   722    11  4092   169     6
   717     8]","['KEEP', ""'s"", 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'STOP']",[ 2 23  3  2  2  2  2  3  5],"[('it', 'PRP'), ('is', 'VBZ'), ('caught', 'VBN'), (',', ','), ('smoked', 'VBN'), ('and', 'CC'), ('then', 'RB'), ('sold', 'VBD'), ('widely', 'RB'), ('in', 'IN'), ('markets', 'NNS'), ('around', 'IN'), ('the', 'DT'), ('lake', 'NN'), ('.', '.')]","[38, 15, 8, 9, 8, 33, 27, 6, 27, 40, 29, 40, 16, 19, 24]"
805,"['the', 'table', 'below', 'highlights', 'those', 'differences', '.']",[    6  1665   740 10923   287  2457     8],"['the', 'table', 'below', 'shows', 'those', 'differences', '.']",[   6 1665  740  853  287 2457    8],"['KEEP', 'KEEP', 'KEEP', 'shows', 'DEL', 'STOP']",[  2   2   2 853   3   5],"[('the', 'DT'), ('table', 'NN'), ('below', 'IN'), ('highlights', 'NNS'), ('those', 'DT'), ('differences', 'NNS'), ('.', '.')]","[16, 19, 40, 29, 16, 29, 24]"
806,"['30', 'seconds', 'to', 'mars', 'has', 'received', 'three', 'awards', 'from', 'four', 'nominations', '.']",[ 393 2386   13 3044   43  321   92  543   26  136 3824    8],"['30', 'seconds', 'to', 'mars', 'received', 'three', 'out', 'of', 'four', 'awards', 'that', 'it', 'was', 'nominated', 'for', '.']","[ 393 2386   13 3044  321   92  126    9  136  543   24   31   15 1582
   20    8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'out', 'of', 'four', 'KEEP', 'that', 'it', 'was', 'nominated', 'for', 'DEL', 'DEL', 'DEL', 'STOP']","[   2    2    2    2    3    2    2  126    9  136    2   24   31   15
 1582   20    3    3    3    5]","[('30', 'CD'), ('seconds', 'NNS'), ('to', 'TO'), ('mars', 'NNS'), ('has', 'VBZ'), ('received', 'VBN'), ('three', 'CD'), ('awards', 'NNS'), ('from', 'IN'), ('four', 'CD'), ('nominations', 'NNS'), ('.', '.')]","[37, 29, 25, 29, 15, 8, 37, 29, 40, 37, 29, 24]"
807,"['construction', 'was', 'completed', 'in', '1254', 'under', 'frederick', ""'s"", 'son', ',', 'conrad', 'iv', 'of', 'germany', '.']","[  816    15   952    11 25606   125  1977    23   285     7  8903  1830
     9   311     8]","['construction', 'was', 'completed', 'in', '1254', 'under', 'frederick', ""'s"", 'son', ',', 'conrad', 'iv', 'of', 'germany', '.']","[  816    15   952    11 25606   125  1977    23   285     7  8903  1830
     9   311     8]",[],[],"[('construction', 'NN'), ('was', 'VBD'), ('completed', 'VBN'), ('in', 'IN'), ('1254', 'CD'), ('under', 'IN'), ('frederick', 'NN'), (""'s"", 'POS'), ('son', 'NN'), (',', ','), ('conrad', 'JJ'), ('iv', 'NN'), ('of', 'IN'), ('germany', 'NN'), ('.', '.')]","[19, 6, 8, 40, 37, 40, 19, 23, 19, 9, 13, 19, 40, 19, 24]"
808,"['it', 'is', 'considered', 'one', 'of', 'the', 'most', 'important', 'precursors', 'to', 'the', 'academy', 'awards', '.']","[   31    14   294    42     9     6    58   305 14332    13     6   673
   543     8]","['it', 'is', 'viewed', 'as', 'one', 'of', 'the', 'most', 'important', 'forerunners', 'to', 'the', 'academy', 'awards', '.']","[   31    14  3216    18    42     9     6    58   305 29014    13     6
   673   543     8]","['KEEP', 'KEEP', 'viewed', 'as', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'forerunners', 'DEL', 'STOP']","[    2     2  3216    18     3     2     2     2     2     2 29014     3
     5]","[('it', 'PRP'), ('is', 'VBZ'), ('considered', 'VBN'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('most', 'RBS'), ('important', 'JJ'), ('precursors', 'NNS'), ('to', 'TO'), ('the', 'DT'), ('academy', 'NN'), ('awards', 'NNS'), ('.', '.')]","[38, 15, 8, 37, 40, 16, 35, 13, 29, 25, 16, 19, 29, 24]"
809,"['retrieved', '2008-12-25', 'album', 'information', 'the', 'title', 'of', 'the', 'album', ',', '""', 'a', 'little', 'bit', 'longer', '""', ',', 'comes', 'from', 'their', 'song', 'of', 'the', 'same', 'name', ',', 'which', 'nick', 'jonas', 'wrote', 'about', 'his', 'dealings', 'with', 'having', 'type', '1', 'diabetes', '.']","[14583     1   132   698     6   342     9     6   132     7     1    12
   490  4468   867     1     7  1222    26    49   253     9     6   141
   106     7    35  5151 16928   428    90    28 25144    22   346   485
   142  6521     8]","['the', 'album', 'name', ',', '""', 'a', 'little', 'bit', 'longer', '""', ',', 'comes', 'from', 'the', 'title', 'track', 'off', 'the', 'album', ',', 'in', 'which', 'nick', 'jonas', 'wrote', 'about', 'his', 'feelings', 'having', 'type', '1', 'diabetes', '.']","[    6   132   106     7     1    12   490  4468   867     1     7  1222
    26     6   342   906   417     6   132     7    11    35  5151 16928
   428    90    28  5340   346   485   142  6521     8]","['DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'DEL', 'KEEP', 'KEEP', 'name', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'the', 'title', 'track', 'off', 'DEL', 'DEL', 'DEL', 'KEEP', 'album', 'DEL', 'DEL', 'KEEP', 'in', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'feelings', 'DEL', 'DEL', 'STOP']","[   3    3    3    3    3    3    3    2    2  106    2    2    2    2
    2    2    2    2    2    2    6  342  906  417    3    3    3    2
  132    3    3    2   11    2    2    2    2    2    2 5340    3    3
    5]","[('retrieved', 'VBN'), ('2008-12-25', 'JJ'), ('album', 'NN'), ('information', 'NN'), ('the', 'DT'), ('title', 'NN'), ('of', 'IN'), ('the', 'DT'), ('album', 'NN'), (',', ','), ('""', 'VB'), ('a', 'DT'), ('little', 'JJ'), ('bit', 'NN'), ('longer', 'RBR'), ('""', 'NNP'), (',', ','), ('comes', 'VBZ'), ('from', 'IN'), ('their', 'PRP$'), ('song', 'NN'), ('of', 'IN'), ('the', 'DT'), ('same', 'JJ'), ('name', 'NN'), (',', ','), ('which', 'WDT'), ('nick', 'VBP'), ('jonas', 'NNS'), ('wrote', 'VBD'), ('about', 'IN'), ('his', 'PRP$'), ('dealings', 'NNS'), ('with', 'IN'), ('having', 'VBG'), ('type', 'NN'), ('1', 'CD'), ('diabetes', 'NNS'), ('.', '.')]","[8, 13, 19, 19, 16, 19, 40, 16, 19, 9, 31, 16, 13, 19, 36, 30, 9, 15, 40, 4, 19, 40, 16, 13, 19, 9, 12, 11, 29, 6, 40, 4, 29, 40, 5, 19, 37, 29, 24]"
810,"['he', 'is', 'especially', 'known', 'for', 'his', 'series', 'the', 'knickerbocker', 'gang', 'and', 'his', 'stories', 'about', 'the', 'talking', 'bike', 'tom', 'turbo', '.']","[   30    14   612    64    20    28   120     6     1  3370    10    28
  1426    90     6  6757 16365  2169 18202     8]","['he', 'is', 'better', 'known', 'for', 'his', 'series', '""', 'the', 'knickerbocker', 'gang', '""', 'and', 'his', 'tales', 'on', 'the', 'bike', 'tom', 'turbo', 'that', 'could', 'talk', '.']","[   30    14   889    64    20    28   120     1     6     1  3370     1
    10    28  3857    19     6 16365  2169 18202    24   237  2229     8]","['KEEP', 'KEEP', 'better', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', '""', 'KEEP', 'KEEP', 'KEEP', '""', 'KEEP', 'KEEP', 'tales', 'on', 'DEL', 'DEL', 'KEEP', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'that', 'could', 'talk', 'STOP']","[   2    2  889    3    2    2    2    2    1    2    2    2    1    2
    2 3857   19    3    3    2    3    2    2    2   24  237 2229    5]","[('he', 'PRP'), ('is', 'VBZ'), ('especially', 'RB'), ('known', 'VBN'), ('for', 'IN'), ('his', 'PRP$'), ('series', 'NN'), ('the', 'DT'), ('knickerbocker', 'NN'), ('gang', 'NN'), ('and', 'CC'), ('his', 'PRP$'), ('stories', 'NNS'), ('about', 'IN'), ('the', 'DT'), ('talking', 'VBG'), ('bike', 'NN'), ('tom', 'NN'), ('turbo', 'NN'), ('.', '.')]","[38, 15, 27, 8, 40, 4, 19, 16, 19, 19, 33, 4, 29, 40, 16, 5, 19, 19, 19, 24]"
811,"['interrupt', 'controlled', 'system', 'some', 'embedded', 'systems', 'are', 'predominantly', 'interrupt', 'controlled', '.']",[26015  2346   131    70  5869   529    32  4434 26015  2346     8],"['some', 'nested', 'systems', 'are', 'principally', 'interrupt', 'controlled', 'where', 'the', 'systems', 'are', 'not', 'blocked', 'by', 'any', 'intervention', '.']","[   70 28623   529    32  8236 26015  2346    84     6   529    32    47
  5561    21   158  5716     8]","['DEL', 'DEL', 'DEL', 'KEEP', 'nested', 'DEL', 'KEEP', 'KEEP', 'principally', 'DEL', 'KEEP', 'KEEP', 'where', 'the', 'systems', 'are', 'not', 'blocked', 'by', 'any', 'intervention', 'STOP']","[    3     3     3     2 28623     3     2     2  8236     3     2     2
    84     6   529    32    47  5561    21   158  5716     5]","[('interrupt', 'VB'), ('controlled', 'VBN'), ('system', 'NN'), ('some', 'DT'), ('embedded', 'VBN'), ('systems', 'NNS'), ('are', 'VBP'), ('predominantly', 'RB'), ('interrupt', 'JJ'), ('controlled', 'VBN'), ('.', '.')]","[31, 8, 19, 16, 8, 29, 11, 27, 13, 8, 24]"
812,"['with', 'exceptions', ',', 'the', 'fatimids', 'were', 'reputed', 'to', 'exercise', 'a', 'degree', 'of', 'religious', 'tolerance', 'towards', 'non-ismaili', 'sects', 'of', 'islam', 'as', 'well', 'as', 'towards', 'jews', ',', 'maltese', 'christians', 'and', 'coptic', 'christians', '.']","[   22  5749     7     6     1    37 13051    13  4210    12   848     9
   939 11036  1148     1 24266     9  3150    18   123    18  1148  2467
     7 12199  3428    10 12350  3428     8]","['with', 'exceptions', ',', 'the', 'fatimids', 'were', 'reputed', 'to', 'practice', 'a', 'degree', 'of', 'religious', 'tolerance', 'towards', 'non-ismaili', 'sects', 'of', 'islam', 'every', 'bit', 'well', 'as', 'towards', 'jews', ',', 'maltese', 'christians', 'and', 'coptic', 'christians', '.']","[   22  5749     7     6     1    37 13051    13  1011    12   848     9
   939 11036  1148     1 24266     9  3150   452  4468   123    18  1148
  2467     7 12199  3428    10 12350  3428     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'practice', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'every', 'bit', 'DEL', 'STOP']","[   2    2    2    2    2    2    2    2 1011    3    2    2    2    2
    2    2    2    2    2    2  452 4468    3    5]","[('with', 'IN'), ('exceptions', 'NNS'), (',', ','), ('the', 'DT'), ('fatimids', 'NNS'), ('were', 'VBD'), ('reputed', 'VBN'), ('to', 'TO'), ('exercise', 'VB'), ('a', 'DT'), ('degree', 'NN'), ('of', 'IN'), ('religious', 'JJ'), ('tolerance', 'NN'), ('towards', 'NNS'), ('non-ismaili', 'JJ'), ('sects', 'NNS'), ('of', 'IN'), ('islam', 'NN'), ('as', 'RB'), ('well', 'RB'), ('as', 'IN'), ('towards', 'NNS'), ('jews', 'NNS'), (',', ','), ('maltese', 'JJ'), ('christians', 'NNS'), ('and', 'CC'), ('coptic', 'JJ'), ('christians', 'NNS'), ('.', '.')]","[40, 29, 9, 16, 29, 6, 8, 25, 31, 16, 19, 40, 13, 19, 29, 13, 29, 40, 19, 27, 27, 40, 29, 29, 9, 13, 29, 33, 13, 29, 24]"
813,"['throwing', 'a', 'pie', 'in', 'a', 'person', ""'s"", 'face', 'has', 'been', 'a', 'staple', 'of', 'film', 'comedy', 'since', 'ben', 'turpin', 'received', 'one', 'in', 'mr.', 'flip', 'in', '1909', ',', 'and', 'is', 'often', 'associated', 'with', 'clowns', 'in', 'popular', 'culture', '.']","[ 5902    12  6481    11    12   541    23  1324    43    59    12 10036
     9   115  1448   127  3672     1   321    42    11  1897 17287    11
  4202     7    10    14   124   636    22     1    11   336  1009     8]","['the', 'act', 'of', 'throwing', 'a', 'pie', 'in', 'a', 'person', ""'s"", 'face', 'has', 'been', 'used', 'a', 'lot', 'in', 'film', 'comedy', 'since', 'a', 'pie', 'was', 'thrown', 'at', 'ben', 'turpin', 'in', 'mr.flip', 'in', '1909', '.', 'this', 'act', 'often', 'makes', 'us', 'think', 'of', 'clowns', '.']","[   6  486    9 5902   12 6481   11   12  541   23 1324   43   59   61
   12 4116   11  115 1448  127   12 6481   15 5003   29 3672    1   11
    1   11 4202    8   41  486  124 1143  468 2852    9    1    8]","['the', 'act', 'of', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'used', 'KEEP', 'lot', 'in', 'DEL', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'a', 'pie', 'was', 'thrown', 'at', 'KEEP', 'KEEP', 'DEL', 'DEL', 'KEEP', 'mr.flip', 'DEL', 'DEL', 'KEEP', 'KEEP', '.', 'this', 'act', 'DEL', 'DEL', 'DEL', 'KEEP', 'makes', 'us', 'think', 'of', 'DEL', 'DEL', 'KEEP', 'DEL', 'DEL', 'DEL', 'STOP']","[   6  486    9    2    2    2    2    2    2    2    2    2    2   61
    2 4116   11    3    3    2    2    2   12 6481   15 5003   29    2
    2    3    3    2    1    3    3    2    2    8   41  486    3    3
    3    2 1143  468 2852    9    3    3    2    3    3    3    5]","[('throwing', 'VBG'), ('a', 'DT'), ('pie', 'NN'), ('in', 'IN'), ('a', 'DT'), ('person', 'NN'), (""'s"", 'POS'), ('face', 'NN'), ('has', 'VBZ'), ('been', 'VBN'), ('a', 'DT'), ('staple', 'NN'), ('of', 'IN'), ('film', 'NN'), ('comedy', 'NN'), ('since', 'IN'), ('ben', 'NN'), ('turpin', 'NN'), ('received', 'VBD'), ('one', 'CD'), ('in', 'IN'), ('mr.', 'NN'), ('flip', 'NN'), ('in', 'IN'), ('1909', 'CD'), (',', ','), ('and', 'CC'), ('is', 'VBZ'), ('often', 'RB'), ('associated', 'VBN'), ('with', 'IN'), ('clowns', 'NNS'), ('in', 'IN'), ('popular', 'JJ'), ('culture', 'NN'), ('.', '.')]","[5, 16, 19, 40, 16, 19, 23, 19, 15, 8, 16, 19, 40, 19, 19, 40, 19, 19, 6, 37, 40, 19, 19, 40, 37, 9, 33, 15, 27, 8, 40, 29, 40, 13, 19, 24]"
814,"['one', 'of', 'its', 'new', 'attractions', ',', 'the', 'triple', 'hurricane', 'roller', 'coaster', ',', 'was', 'named', 'for', 'the', 'tumultuous', 'storm', 'season', '.']","[  42    9   46   57 5708    7    6 1913  391 7337 9744    7   15  163
   20    6    1  327  151    8]","['one', 'of', 'its', 'new', 'rides', ',', 'the', 'triple', 'hurricane', 'roller', 'coaster', ',', 'was', 'named', 'for', 'the', 'crazy', 'storm', 'season', '.']","[   42     9    46    57 11325     7     6  1913   391  7337  9744     7
    15   163    20     6  7592   327   151     8]","['KEEP', 'KEEP', 'KEEP', 'KEEP', 'rides', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'crazy', 'DEL', 'STOP']","[    2     2     2     2 11325     3     2     2     2     2     2     2
     2     2     2     2     2  7592     3     5]","[('one', 'CD'), ('of', 'IN'), ('its', 'PRP$'), ('new', 'JJ'), ('attractions', 'NNS'), (',', ','), ('the', 'DT'), ('triple', 'JJ'), ('hurricane', 'NN'), ('roller', 'NN'), ('coaster', 'NN'), (',', ','), ('was', 'VBD'), ('named', 'VBN'), ('for', 'IN'), ('the', 'DT'), ('tumultuous', 'JJ'), ('storm', 'NN'), ('season', 'NN'), ('.', '.')]","[37, 40, 4, 13, 29, 9, 16, 13, 19, 19, 19, 9, 6, 8, 40, 16, 13, 19, 19, 24]"
815,"['the', 'population', 'of', 'this', 'ward', 'in', '2001', 'was', '16,800', 'people', 'in', '5,700', 'households', '.']",[   6  331    9   41 4821   11  609   15    1  128   11    1 4936    8],"['the', 'number', 'of', 'people', 'in', 'this', 'ward', 'in', '2001', 'was', '16,800', 'people', 'in', '5,700', 'houses', '.']","[   6  109    9  128   11   41 4821   11  609   15    1  128   11    1
 1577    8]","['KEEP', 'number', 'DEL', 'KEEP', 'people', 'in', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'houses', 'DEL', 'STOP']","[   2  109    3    2  128   11    2    2    2    2    2    2    2    2
    2 1577    3    5]","[('the', 'DT'), ('population', 'NN'), ('of', 'IN'), ('this', 'DT'), ('ward', 'NN'), ('in', 'IN'), ('2001', 'CD'), ('was', 'VBD'), ('16,800', 'CD'), ('people', 'NNS'), ('in', 'IN'), ('5,700', 'CD'), ('households', 'NNS'), ('.', '.')]","[16, 19, 40, 16, 19, 40, 37, 6, 37, 29, 40, 37, 29, 24]"
816,"['individual', 'songs', 'from', 'some', 'of', 'the', 'operettas', 'have', 'become', 'standards', ',', 'notably', '""', 'vilja', '""', 'from', 'the', 'merry', 'widow', 'and', '""', 'you', 'are', 'my', 'heart', ""'s"", 'delight', '""', '-lrb-', '""', 'dein', 'ist', 'mein', 'ganzes', 'herz', '""', '-rrb-', 'from', 'the', 'land', 'of', 'smiles', '.']","[  708   508    26    70     9     6 18561    44   279  2980     7  1961
     1     1     1    26     6 11972  4447    10     1   377    32   771
   964    23 14052     1     1     1     1 21345 17503     1     1     1
     1    26     6   325     9 14084     8]","['single', 'songs', 'from', 'some', 'of', 'the', 'operettas', 'have', 'become', 'well', 'known', ',', 'such', 'as', '""', 'vilja', '""', 'from', 'the', 'merry', 'widow', 'and', '""', 'you', 'are', 'my', 'heart', ""'s"", 'delight', '-lrb-', 'dein', 'is', 'mein', 'ganzes', 'herz', '-rrb-', '""', 'from', 'the', 'land', 'of', 'smiles', '.']","[  193   508    26    70     9     6 18561    44   279   123    64     7
    69    18     1     1     1    26     6 11972  4447    10     1   377
    32   771   964    23 14052     1     1    14 17503     1     1     1
     1    26     6   325     9 14084     8]","['single', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'well', 'known', 'DEL', 'KEEP', 'such', 'as', 'DEL', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'KEEP', 'DEL', 'KEEP', 'DEL', 'KEEP', 'is', 'DEL', 'KEEP', 'KEEP', 'KEEP', '-rrb-', 'KEEP', 'DEL', 'STOP']","[193   3   2   2   2   2   2   2   2   2 123  64   3   2  69  18   3   2
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   3   2   3   2
  14   3   2   2   2   1   2   3   5]","[('individual', 'JJ'), ('songs', 'NNS'), ('from', 'IN'), ('some', 'DT'), ('of', 'IN'), ('the', 'DT'), ('operettas', 'NNS'), ('have', 'VBP'), ('become', 'VBN'), ('standards', 'NNS'), (',', ','), ('notably', 'RB'), ('""', 'NNP'), ('vilja', 'NN'), ('""', 'NN'), ('from', 'IN'), ('the', 'DT'), ('merry', 'NN'), ('widow', 'NN'), ('and', 'CC'), ('""', 'NN'), ('you', 'PRP'), ('are', 'VBP'), ('my', 'PRP$'), ('heart', 'NN'), (""'s"", 'POS'), ('delight', 'JJ'), ('""', 'NN'), ('-lrb-', 'NNP'), ('""', 'NNP'), ('dein', 'VBZ'), ('ist', 'JJ'), ('mein', 'NN'), ('ganzes', 'VBZ'), ('herz', 'JJ'), ('""', 'NNP'), ('-rrb-', 'NN'), ('from', 'IN'), ('the', 'DT'), ('land', 'NN'), ('of', 'IN'), ('smiles', 'NNS'), ('.', '.')]","[13, 29, 40, 16, 40, 16, 29, 11, 8, 29, 9, 27, 30, 19, 19, 40, 16, 19, 19, 33, 19, 38, 11, 4, 19, 23, 13, 19, 30, 30, 15, 13, 19, 15, 13, 30, 19, 40, 16, 19, 40, 29, 24]"
